Id,SalePrice
2509,162091.35273459775
1007,193481.88164902417
2610,170146.1985834573
1952,94521.85100335511
2719,217742.94890930696
2921,95978.63092578162
1966,138881.12521325026
292,123644.01139509033
1204,188908.36595866995
1829,236790.71807414546
2419,185179.53833360577
391,161743.40601400434
798,119172.033536177
481,183162.23710834997
193,200699.62579893862
555,121430.83983134206
899,81024.65448837307
2357,182453.94418196913
328,115040.98143936369
1356,127479.57577804096
1154,116419.32566341214
1730,170240.07722656892
2249,142024.96221878508
1119,260326.83864943247
2856,126348.21586276221
1394,139044.40664851648
2587,111312.18732060972
61,345251.62150368624
2661,185491.93982323605
2711,132327.1923726951
1147,178656.95980899816
757,132698.91226647925
2623,87319.560121543
2378,158257.81392216712
1413,140065.7204045591
1722,228607.57612184068
1112,216830.1694860805
1623,184042.44951575703
1201,189880.85590706163
1513,125412.25326752463
957,257612.85776374282
1171,265307.6193030384
1145,194656.71104659504
2726,232880.5525054742
703,139831.3191725748
760,87506.53362286101
1964,139224.091102248
2512,171758.57150998584
159,149003.40787342153
1281,162105.86017855848
468,172860.33511937503
290,118553.91126812687
665,106969.58855557533
1463,284828.3552866805
1792,226776.21895770717
923,140248.45811214118
500,277295.0505281093
1408,162259.28244187444
331,85540.73078534115
170,108778.2768838014
2192,98455.45914884764
2571,304465.73338992905
2314,162065.88786664425
2647,96607.70893751926
422,423305.9174805645
2457,376521.84773146734
1838,208754.15078659766
2805,276156.5818066658
1645,173283.90685420533
1711,297595.2107715657
2825,256185.22289860732
322,359896.1866415164
2103,288219.2654886719
342,132092.59900436923
600,106764.36229384843
488,191036.97217362386
1725,324229.7985671206
2246,236629.28374059775
2847,161956.75983718457
806,240990.97981540248
530,238905.12543485075
963,190092.9851831661
2678,84445.00111801896
171,98132.3068677604
2401,400704.19399751356
805,212055.2169925243
2259,185577.70956057252
1748,167240.50321861362
1361,126016.50560295282
1677,121934.65160166581
1406,143914.0346980603
2322,219868.99794081828
688,163015.96602062756
143,141027.6548570515
804,188669.1027657082
1214,165057.85096087022
2828,134204.97267425896
1999,136788.68144628467
2467,199371.74145676504
2665,140097.40362738568
1538,357544.0061864289
398,112036.09588143107
2822,140107.74101013987
2157,137743.2922408774
1856,169516.38478082445
1269,95445.56133883001
2570,123043.0571416959
2320,244910.260523821
1517,122049.90243141187
2304,125255.35684155772
1312,101568.60649790289
2012,117085.2325382398
506,211179.15586074005
2865,168601.11150227158
2367,110714.79927585866
554,102177.56700930215
238,140696.50029281733
1954,116694.12070945074
2488,128794.18290296289
2291,101897.70263245207
1969,96769.46462101568
2725,154842.35181288846
1482,138198.63572031015
2763,199740.9129222014
503,232473.54307518143
1584,232291.06663920844
1531,149875.02567072868
2210,158589.01598850993
459,331124.88970871206
556,129330.99021110314
1347,138234.8828166831
1290,90970.08254523698
1388,114089.90843912595
1571,179091.97434959878
2754,212704.7951583914
765,135284.40206297624
2494,127195.40931944818
2870,175388.73384677325
7,227343.41497113538
1114,241543.20503961737
2418,287565.81980787637
291,118184.57025574002
18,344539.26319718146
39,336291.0716503162
1001,259381.64571231903
2442,234820.72401581617
616,114546.48166808288
2680,73252.16172692164
1414,118761.64831879218
289,133921.55896972827
40,277250.4486887232
860,124589.14494818472
409,143768.67575793387
673,152010.59556086626
2427,187335.98804183674
2036,179366.7750745327
2564,137856.1555277194
642,182855.42674074668
1008,173466.81634933536
1908,142902.5643815842
2519,197185.68766633837
1369,100394.59008303036
2855,147157.5236216359
712,91644.06236485725
1943,123789.2118882246
1958,129171.76581711696
107,150817.28622927383
2295,174874.4446319085
704,104803.75421988608
676,121765.9403775954
259,180106.93373132587
93,284104.65744581696
106,235375.32773155282
2315,184512.20061653035
1050,117965.46496378041
1095,183939.36770580185
2709,138148.23043711795
758,160591.34238032866
1496,158863.2859990724
2370,121532.89547553421
2458,262302.21970605874
2733,126549.05061914868
161,268336.23921146273
726,143827.53771850196
845,221996.65075352092
947,267823.1409610671
2232,122675.85301889351
2563,138391.17003548204
2299,149292.93510542167
211,102191.11500516109
605,178838.10286775546
1478,215464.0290756602
2247,239309.09398715268
2274,182186.13514641882
2869,181961.04878429408
967,217768.414122364
2656,111364.26902418409
667,244340.7070786192
1042,111924.78116992261
2023,145405.21141254142
2447,383931.5375337202
2055,123368.82493425507
2275,290235.6649766528
2204,159599.7207639441
1563,236545.9159856023
483,214278.5325716715
796,135493.27834939433
1526,151661.45856274007
2042,147770.12233965998
442,333592.46765612863
1693,309142.39291858533
1468,207339.5979957981
1430,171330.1743103198
2605,167868.94820864216
1529,171699.32307874167
335,135945.60275181124
1287,127808.22248854938
31,105764.31531814681
1785,269371.0851377204
82,157873.0139418565
2620,116527.63883499238
252,212898.51501587222
721,59147.59047420487
2165,188648.9778334467
2316,167617.1135063527
775,126167.73518925301
1558,73688.32399206563
17,195581.34550936674
1022,236956.92505099348
925,110734.13958461698
438,299079.78071777505
1270,111592.76738146077
1272,125819.1616899989
215,122221.8137601205
266,217204.45259463222
2402,267538.36331399635
1250,124091.65419562664
1984,118622.44944676258
1279,135604.98424168912
377,252278.65919537924
1252,98122.31441612958
2156,256731.1017129831
499,302014.8754991236
1374,119402.72131762974
2898,265599.3270763602
401,112406.4580594417
2721,140913.12115542832
2078,229199.2023786004
2589,124628.28014869896
1946,277491.65963760996
1334,117532.46072449154
2781,246816.97880302373
431,407607.26965299103
576,197020.7880905556
1474,203757.65354972807
2254,147281.36809204426
2155,294467.3546287284
885,103067.62469220937
643,135091.61197502163
1944,129930.90605385802
480,192754.5820659875
2845,112093.9033728003
2387,317587.813766892
2407,209702.57918277997
2527,160389.08565639198
2514,161614.49452055365
629,141065.0294905195
80,205359.32867749553
1876,140089.10164604112
1546,125861.06244614374
2518,166364.34410226176
2347,157367.7196223918
783,177294.30233635267
1322,60761.97872630917
194,83772.4014680755
1770,284154.77152356657
2143,139941.66552642072
1229,192621.32729415872
511,293592.7066496191
46,212069.4324693241
1348,144467.91321930036
2465,197570.7161185145
387,233111.71409290357
873,210924.66161141376
1918,118818.79708498405
2764,223774.79567679987
2184,131647.69262358834
934,135869.93888712383
1920,137170.65510428036
2631,142558.35961378625
1768,716091.8034405301
2040,118840.74016659604
1749,215654.07815398808
834,226925.48303735364
1457,247622.5822178726
79,127994.52070970407
2302,120867.85616742358
1817,131893.6594036772
2755,260125.62951603287
359,162799.08453511956
2059,119211.54007574126
2092,224751.3034768158
2516,252535.63456300754
150,115097.98563331839
1656,146255.27557015233
83,104382.91447458642
2411,184874.4497665932
795,83673.92275011855
2312,246025.65373627737
2917,92234.81857667568
1624,178806.23591354582
2215,275530.9336197457
1211,148273.02181719546
1485,138198.63572031015
1024,162389.57459742134
570,188582.89103509384
2874,122167.63675507008
700,155927.75252997802
2756,234843.24951694967
2022,176605.54035547865
583,209805.96703165254
2392,329341.00054381264
2424,191728.0639416526
212,123247.4402574172
736,122935.0839292539
1610,161428.37381931074
890,125439.15247078928
467,167681.45620098422
578,216797.46179632578
1747,172945.15987867856
1149,173930.82873114385
2758,241650.95605147004
857,132825.76208119554
2219,190609.88966510925
733,115141.00896569662
2909,112854.34527780036
1798,283117.80305946915
235,132795.1451023029
2366,128331.64910102243
1027,127945.05730631853
1195,135370.53042892696
1303,61696.62719851976
148,167466.69181394562
608,143836.98039065336
2515,186306.53985109844
821,285645.102414705
2500,270694.9225753034
745,116822.77576658
741,123543.46344055817
1611,99637.63128387815
2532,127996.63061570695
1081,224065.9622706401
1692,440559.5130371123
2520,171374.87702598237
276,107426.66275661373
1992,121073.60765030739
663,68304.84941302254
418,143910.79373894836
1733,179139.53720987443
2359,153548.53514861542
253,206343.23488439067
1518,157525.1184634056
2035,124305.50813709623
2919,92690.59731117821
1540,211141.20647746755
2120,145493.84857296015
1674,178126.35024869957
256,146241.45124420593
2361,109881.49806963284
978,91587.3078937844
2280,141458.34620584748
2095,206241.94237287022
1709,322845.6719458933
2801,220886.51984419508
1246,108040.80826055295
2373,114042.61447165393
1055,282311.21351895155
2017,107549.11987166641
1099,258769.0739189582
1344,90873.59860470673
835,175651.07568834422
1117,221213.01242263347
2043,89980.44824101536
2085,134739.33192047826
410,152022.40707477494
2650,110215.25675924832
2867,142940.44207438704
1668,121017.51843879592
1161,168886.50097258258
2122,174750.79016970217
2539,144632.54588413605
1047,151794.50762522809
1445,124022.94238837287
541,139092.97546998144
569,235129.30622041586
1276,122421.47204715495
918,135939.0564848379
326,182002.20025086563
1936,127281.67181892107
895,104252.15379480395
257,153781.54073251702
1241,172457.6709101622
1545,121173.45314227068
1189,180201.2109520144
270,138198.63572031015
2066,185863.90068516292
693,106334.51911404158
1259,125787.25561177713
2916,146429.17357214956
2321,297160.7131695873
1977,104045.2814489772
1895,151928.47667057876
1240,155437.37465630236
85,145961.58910732868
1823,126232.39641863572
825,288117.7452558461
110,226758.6385967504
697,104195.49998469706
2297,107776.81081230882
1231,137888.01697377439
1355,134689.98234713927
968,331180.20917771925
584,208757.9726451168
1315,115859.7343240723
1606,135472.5064056581
206,104545.59676886848
1685,323719.0553923688
2016,123659.48347631731
869,217683.35142061458
2135,126893.29884482588
2346,164934.04389252336
2430,225804.89193059588
2198,97299.61222491243
2652,112086.14537388503
27,118136.3457171108
241,181110.16520746629
906,110011.7029871732
1506,115813.49979402685
2098,404483.9031166217
1435,213635.12078241893
2213,103533.28567455194
1274,133991.86020409715
743,50810.31569265344
1737,203674.98731822352
2797,265324.6244175558
2185,85130.72255539332
58,167185.1915487678
830,206167.47047835903
808,121600.32753013504
680,165191.47512634058
1153,117092.43625649977
1291,131019.60160101834
1818,126298.7551516074
2161,190619.7466531254
1883,126676.5918235898
350,367301.3560272117
2473,153035.53440301627
295,174423.9620320904
293,182393.96336239448
859,121892.35751995191
288,88265.10292636644
1578,143912.6138634275
102,161668.12523981
2831,132032.98031295638
1030,181315.88645744836
2551,137885.61383319352
1286,141095.92373035278
958,313162.8436441352
776,124736.81211115397
72,204998.18694543568
2263,267743.0930901161
1866,146573.24551187095
2876,81811.67162764467
2146,277372.451334011
103,169936.13938186163
1500,133874.23298340238
492,186408.79268717594
167,133740.71221569108
2597,122359.28185884326
2685,105593.27676344203
1035,147594.4556196254
1220,73100.51136298043
2602,134509.94150901772
2159,213417.57222983282
695,134901.42817750009
1109,235424.52203432948
640,186527.44870256702
1652,154670.19902103298
2090,190910.17384877545
1188,204406.42809916488
2345,217846.1996981317
1059,440146.0497098954
2751,269552.64583171235
128,194817.04793104943
1523,155921.74438573813
2925,151724.9304448695
2145,338072.6130106064
1121,236388.92875551726
566,325158.86601772625
565,210751.8583065665
1331,135072.00433759627
2928,123472.5263487306
156,149379.57536264014
797,153981.49636112497
327,100893.80531593635
2859,134590.43649729082
1453,113600.46359525736
1762,359851.64703101316
1868,196684.9652127061
1760,182285.18190978412
1113,274463.8080523289
1812,185732.33177415642
117,156649.31605150024
1142,208922.7172629858
2342,344426.54130019416
927,130496.46257521394
2478,200946.6814357676
655,92529.9968348519
2064,117636.88981436095
369,222775.34470422188
2239,114488.71027581861
2732,202753.95962062376
1653,164705.76371173732
959,212089.99129552118
2395,336494.6828822203
1412,112676.43170631498
271,260152.86647690268
1484,138198.63572031015
1497,145894.47634511042
552,151705.02546343123
2,123960.64336286944
1855,303422.7770683638
4,263682.9737958571
2292,153600.12320474765
134,134938.1403545869
646,107404.98060655783
42,306692.1237975062
532,234064.76246577385
713,110807.6859483099
2561,126934.22801261776
2360,132908.89898171212
1333,117991.59704612399
1407,177162.77700264697
2892,260196.1832359014
574,222475.3853393542
1227,176841.13313364008
2591,195475.0044503293
1476,215680.46320712304
1125,254483.85216100447
1446,130665.3193648118
408,113056.99973514397
1101,282301.8286504506
2251,188258.6172560003
373,196992.67138182002
2554,114619.7081896581
2382,282339.30235026905
1985,85764.74982395617
519,228691.58720521958
1093,188088.6863810524
864,269351.96660693653
2889,148821.26451082047
2308,201301.82512797922
986,150414.3450416351
1302,128717.61943471202
585,150860.7812055627
2708,152383.7477263163
147,135724.5913256821
1441,222717.55448567928
383,158541.6275941202
285,160548.57715448554
181,114651.6128164446
358,163644.69526502315
780,151146.41481671596
258,198611.41298167693
1865,206000.99845515512
692,129940.12908707876
2902,330485.82277854206
508,303766.0305535371
2638,130012.75562930196
36,158473.62982349918
611,169534.5579331194
2281,128907.02754468852
1678,121934.65160166581
1696,481975.3406099219
1557,66059.70698241264
2180,160474.7166993213
1726,227726.9860365468
951,138099.27065360002
267,232225.56671826873
2706,137646.28077608507
2221,207876.7554542338
1357,163727.12889485474
2901,301655.5353438797
347,172546.01187077162
2164,197120.30233723935
1586,305593.02318661736
360,168386.72986132652
1769,221752.95427954276
2617,134764.10651292867
1879,171064.22675012093
991,200406.9196736752
1535,120308.32609858211
1191,167209.83783291938
1579,206030.2485082146
1882,144425.2999639737
1510,129398.27188600188
2196,167528.40273158145
1845,161668.12523981
2336,376288.5269129464
942,96024.57924654755
861,122823.51204849464
2555,105961.37834760243
1392,146420.8219676194
2099,288219.2654886719
1543,119088.65362375767
948,265766.1962529015
1239,166382.52830733627
22,170348.04333940905
2796,264105.5304917925
2747,171485.93391866627
92,285706.2368249997
210,161086.27686988816
1858,204907.69691151613
2228,170454.85857126757
447,235695.13177677727
827,245602.27007417812
1649,191191.0099846227
682,136315.31215165087
2698,113969.85052672062
494,167170.1734773862
214,76866.44217380177
2441,251312.333019599
2679,103065.87306633698
1336,118351.99011409024
465,180252.55346772476
1524,123557.66838511506
2543,117788.69189271025
631,130472.80179974643
2452,304403.55685945705
228,149521.73013560608
126,176795.00565791776
1092,210287.26687315974
1122,214895.04445795444
932,177814.05321142566
1980,94251.54870447377
2171,117546.6588232253
551,155171.0719178371
2768,174326.56170999317
2056,117971.05459181059
1159,383223.2544400691
2645,121739.4965260755
1174,168354.84654520545
2266,202005.0032189666
2462,420387.9585171549
1219,142537.7315995296
2922,212137.34911912447
118,147274.37064308827
474,185493.79216996516
2576,159492.19324356774
872,281640.20233999734
1077,230186.25066236447
1536,137234.50231743732
1150,126550.49678284816
2341,301803.8150854232
1931,134752.98457188834
2785,125520.4666132298
2538,127729.19812121941
597,212685.5747043734
464,197869.70084141477
233,203227.5617824925
2169,125433.91930638805
2123,160911.10099275634
1867,167294.1557434457
137,279331.9683843402
515,222792.05577053147
933,118897.05059185905
2784,145150.11750886546
972,159243.21563863102
599,168402.65033525034
2614,125096.53420438655
2582,130405.21452838692
1409,150799.65919315742
175,99351.62389439631
352,231444.13885922334
976,99112.1481782413
2134,198547.9352280584
984,114809.45260509322
2396,336296.53547762183
1673,140430.0356308905
404,127067.32424552269
607,168738.32054371983
814,145864.0377678773
868,203146.00962053036
2271,203062.85761786712
1633,228403.80135307353
337,213275.49560428743
2765,169023.88672532875
1746,233981.39814427888
368,344122.0774408734
2806,213861.54626058126
1662,183891.50901598114
1234,199813.17217752594
1373,132386.02709622897
1672,111541.01828834633
1939,120088.75539501889
